question_id,structure_cluster,topic_name,model,is_correct
2323,Замена ОН_ОНА_ОНИ,Технологии,Llama-4,False
2323,Замена ОН_ОНА_ОНИ,Технологии,Qwen3,False
2323,Замена ОН_ОНА_ОНИ,Технологии,DeepSeek-R1,False
2323,Замена ОН_ОНА_ОНИ,Технологии,DeepSeek-V3,False
2324,Ответ из N слов,Литература,gemma-3,False
2324,Ответ из N слов,Литература,QwQ,False
2324,Ответ из N слов,Литература,Phi-4,False
2324,Ответ из N слов,Литература,Llama-4,False
2324,Ответ из N слов,Литература,Qwen3,False
2324,Ответ из N слов,Литература,DeepSeek-R1,False
2324,Ответ из N слов,Литература,DeepSeek-V3,False
2326,Пропуск,Шум,gemma-3,False
2326,Пропуск,Шум,QwQ,False
2326,Пропуск,Шум,Phi-4,False
2326,Пропуск,Шум,Llama-4,False
2326,Пропуск,Шум,Qwen3,False
2326,Пропуск,Шум,DeepSeek-R1,False
2326,Пропуск,Шум,DeepSeek-V3,False
2327,Замена слова,Шум,gemma-3,False
2327,Замена слова,Шум,QwQ,False
2327,Замена слова,Шум,Phi-4,False
2327,Замена слова,Шум,Llama-4,False
2327,Замена слова,Шум,Qwen3,False
2327,Замена слова,Шум,DeepSeek-R1,False
2327,Замена слова,Шум,DeepSeek-V3,False
2328,Замена ИКС_ИГРЕК,"История, войны и правители",gemma-3,False
2328,Замена ИКС_ИГРЕК,"История, войны и правители",QwQ,False
2328,Замена ИКС_ИГРЕК,"История, войны и правители",Phi-4,False
2328,Замена ИКС_ИГРЕК,"История, войны и правители",Llama-4,False
2328,Замена ИКС_ИГРЕК,"История, войны и правители",Qwen3,False
2328,Замена ИКС_ИГРЕК,"История, войны и правители",DeepSeek-R1,False
2328,Замена ИКС_ИГРЕК,"История, войны и правители",DeepSeek-V3,False
2329,Замена ОН_ОНА_ОНИ,"История, войны и правители",gemma-3,False
2329,Замена ОН_ОНА_ОНИ,"История, войны и правители",QwQ,False
2329,Замена ОН_ОНА_ОНИ,"История, войны и правители",Phi-4,False
2329,Замена ОН_ОНА_ОНИ,"История, войны и правители",Llama-4,False
2329,Замена ОН_ОНА_ОНИ,"История, войны и правители",Qwen3,False
2329,Замена ОН_ОНА_ОНИ,"История, войны и правители",DeepSeek-R1,False
2329,Замена ОН_ОНА_ОНИ,"История, войны и правители",DeepSeek-V3,False
2330,Замена ТАКОЙ_ТАКАЯ,Шум,gemma-3,False
2330,Замена ТАКОЙ_ТАКАЯ,Шум,QwQ,False
2330,Замена ТАКОЙ_ТАКАЯ,Шум,Phi-4,False
2330,Замена ТАКОЙ_ТАКАЯ,Шум,Llama-4,False
2330,Замена ТАКОЙ_ТАКАЯ,Шум,Qwen3,False
2330,Замена ТАКОЙ_ТАКАЯ,Шум,DeepSeek-R1,False
2330,Замена ТАКОЙ_ТАКАЯ,Шум,DeepSeek-V3,False
2331,Ответ из N слов,Литература,gemma-3,False
2331,Ответ из N слов,Литература,QwQ,False
2331,Ответ из N слов,Литература,Phi-4,False
2331,Ответ из N слов,Литература,Llama-4,False
2331,Ответ из N слов,Литература,Qwen3,False
2331,Ответ из N слов,Литература,DeepSeek-R1,False
2331,Ответ из N слов,Литература,DeepSeek-V3,False
2332,Замена ОН_ОНА_ОНИ,Произведения и персонажи,gemma-3,False
2332,Замена ОН_ОНА_ОНИ,Произведения и персонажи,QwQ,False
2332,Замена ОН_ОНА_ОНИ,Произведения и персонажи,Phi-4,False
2332,Замена ОН_ОНА_ОНИ,Произведения и персонажи,Llama-4,False
2332,Замена ОН_ОНА_ОНИ,Произведения и персонажи,Qwen3,False
2332,Замена ОН_ОНА_ОНИ,Произведения и персонажи,DeepSeek-R1,True
2332,Замена ОН_ОНА_ОНИ,Произведения и персонажи,DeepSeek-V3,True
2333,Другое,Произведения и персонажи,gemma-3,False
2333,Другое,Произведения и персонажи,QwQ,False
2333,Другое,Произведения и персонажи,Phi-4,False
2333,Другое,Произведения и персонажи,Llama-4,False
2333,Другое,Произведения и персонажи,Qwen3,False
2333,Другое,Произведения и персонажи,DeepSeek-R1,False
2333,Другое,Произведения и персонажи,DeepSeek-V3,False
2334,Ответ из N слов,"История, войны и правители",gemma-3,False
2334,Ответ из N слов,"История, войны и правители",QwQ,False
2334,Ответ из N слов,"История, войны и правители",Phi-4,False
2334,Ответ из N слов,"История, войны и правители",Llama-4,False
2334,Ответ из N слов,"История, войны и правители",Qwen3,False
2334,Ответ из N слов,"История, войны и правители",DeepSeek-R1,False
2334,Ответ из N слов,"История, войны и правители",DeepSeek-V3,False
2335,Замена ОН_ОНА_ОНИ,Шум,gemma-3,False
2335,Замена ОН_ОНА_ОНИ,Шум,QwQ,False
2335,Замена ОН_ОНА_ОНИ,Шум,Phi-4,False
2335,Замена ОН_ОНА_ОНИ,Шум,Llama-4,False
2335,Замена ОН_ОНА_ОНИ,Шум,Qwen3,False
2335,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-R1,False
2335,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-V3,False
2336,Другое,Произведения и персонажи,gemma-3,False
2336,Другое,Произведения и персонажи,QwQ,False
2336,Другое,Произведения и персонажи,Phi-4,False
2336,Другое,Произведения и персонажи,Llama-4,False
2336,Другое,Произведения и персонажи,Qwen3,False
2336,Другое,Произведения и персонажи,DeepSeek-R1,False
2336,Другое,Произведения и персонажи,DeepSeek-V3,False
2337,Ответ из N слов,Еда и напитки,gemma-3,True
2337,Ответ из N слов,Еда и напитки,QwQ,False
2337,Ответ из N слов,Еда и напитки,Phi-4,False
2337,Ответ из N слов,Еда и напитки,Llama-4,False
2337,Ответ из N слов,Еда и напитки,Qwen3,False
2337,Ответ из N слов,Еда и напитки,DeepSeek-R1,False
2337,Ответ из N слов,Еда и напитки,DeepSeek-V3,False
2338,Замена ОН_ОНА_ОНИ,Шум,gemma-3,False
2338,Замена ОН_ОНА_ОНИ,Шум,QwQ,False
2338,Замена ОН_ОНА_ОНИ,Шум,Phi-4,False
2338,Замена ОН_ОНА_ОНИ,Шум,Llama-4,False
2338,Замена ОН_ОНА_ОНИ,Шум,Qwen3,False
2338,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-R1,False
2338,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-V3,False
2339,Замена ДЕЛАТЬ ЭТО,Шум,gemma-3,False
2339,Замена ДЕЛАТЬ ЭТО,Шум,QwQ,False
2339,Замена ДЕЛАТЬ ЭТО,Шум,Phi-4,False
2339,Замена ДЕЛАТЬ ЭТО,Шум,Llama-4,True
2339,Замена ДЕЛАТЬ ЭТО,Шум,Qwen3,False
2339,Замена ДЕЛАТЬ ЭТО,Шум,DeepSeek-R1,False
2339,Замена ДЕЛАТЬ ЭТО,Шум,DeepSeek-V3,False
2340,Замена ОН_ОНА_ОНИ,Наука и природа,gemma-3,True
2340,Замена ОН_ОНА_ОНИ,Наука и природа,QwQ,True
2340,Замена ОН_ОНА_ОНИ,Наука и природа,Phi-4,False
2340,Замена ОН_ОНА_ОНИ,Наука и природа,Llama-4,True
2340,Замена ОН_ОНА_ОНИ,Наука и природа,Qwen3,True
2340,Замена ОН_ОНА_ОНИ,Наука и природа,DeepSeek-R1,True
2340,Замена ОН_ОНА_ОНИ,Наука и природа,DeepSeek-V3,True
2341,Замена ОН_ОНА_ОНИ,Шум,gemma-3,False
2341,Замена ОН_ОНА_ОНИ,Шум,QwQ,False
2341,Замена ОН_ОНА_ОНИ,Шум,Phi-4,False
2341,Замена ОН_ОНА_ОНИ,Шум,Llama-4,True
2341,Замена ОН_ОНА_ОНИ,Шум,Qwen3,True
2341,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-R1,True
2341,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-V3,True
2342,Ответ из N слов,Музыка,gemma-3,True
2342,Ответ из N слов,Музыка,QwQ,True
2342,Ответ из N слов,Музыка,Phi-4,False
2342,Ответ из N слов,Музыка,Llama-4,False
2342,Ответ из N слов,Музыка,Qwen3,True
2342,Ответ из N слов,Музыка,DeepSeek-R1,True
2342,Ответ из N слов,Музыка,DeepSeek-V3,True
2343,Другое,Религии и традиции,gemma-3,False
2343,Другое,Религии и традиции,QwQ,False
2343,Другое,Религии и традиции,Phi-4,False
2343,Другое,Религии и традиции,Llama-4,False
2343,Другое,Религии и традиции,Qwen3,False
2343,Другое,Религии и традиции,DeepSeek-R1,False
2343,Другое,Религии и традиции,DeepSeek-V3,False
2344,Замена ОН_ОНА_ОНИ,Шум,gemma-3,False
2344,Замена ОН_ОНА_ОНИ,Шум,QwQ,False
2344,Замена ОН_ОНА_ОНИ,Шум,Phi-4,False
2344,Замена ОН_ОНА_ОНИ,Шум,Llama-4,False
2344,Замена ОН_ОНА_ОНИ,Шум,Qwen3,False
2344,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-R1,True
2344,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-V3,True
2345,Замена ОН_ОНА_ОНИ,Наука и природа,gemma-3,False
2345,Замена ОН_ОНА_ОНИ,Наука и природа,QwQ,False
2345,Замена ОН_ОНА_ОНИ,Наука и природа,Phi-4,False
2345,Замена ОН_ОНА_ОНИ,Наука и природа,Llama-4,False
2345,Замена ОН_ОНА_ОНИ,Наука и природа,Qwen3,False
2345,Замена ОН_ОНА_ОНИ,Наука и природа,DeepSeek-R1,True
2345,Замена ОН_ОНА_ОНИ,Наука и природа,DeepSeek-V3,False
2346,Замена ОН_ОНА_ОНИ,Языки и загадки,gemma-3,False
2346,Замена ОН_ОНА_ОНИ,Языки и загадки,QwQ,False
2346,Замена ОН_ОНА_ОНИ,Языки и загадки,Phi-4,False
2346,Замена ОН_ОНА_ОНИ,Языки и загадки,Llama-4,False
2346,Замена ОН_ОНА_ОНИ,Языки и загадки,Qwen3,False
2346,Замена ОН_ОНА_ОНИ,Языки и загадки,DeepSeek-R1,False
2346,Замена ОН_ОНА_ОНИ,Языки и загадки,DeepSeek-V3,False
2347,Другое,Шум,gemma-3,False
2347,Другое,Шум,QwQ,False
2347,Другое,Шум,Phi-4,False
2347,Другое,Шум,Llama-4,False
2347,Другое,Шум,Qwen3,False
2347,Другое,Шум,DeepSeek-R1,False
2347,Другое,Шум,DeepSeek-V3,True
2348,Cоседние буквы алфавита,Религии и традиции,gemma-3,False
2348,Cоседние буквы алфавита,Религии и традиции,QwQ,False
2348,Cоседние буквы алфавита,Религии и традиции,Phi-4,False
2348,Cоседние буквы алфавита,Религии и традиции,Llama-4,False
2348,Cоседние буквы алфавита,Религии и традиции,Qwen3,True
2348,Cоседние буквы алфавита,Религии и традиции,DeepSeek-R1,False
2348,Cоседние буквы алфавита,Религии и традиции,DeepSeek-V3,True
2349,Замена ОН_ОНА_ОНИ,Шум,gemma-3,False
2349,Замена ОН_ОНА_ОНИ,Шум,QwQ,False
2349,Замена ОН_ОНА_ОНИ,Шум,Phi-4,False
2349,Замена ОН_ОНА_ОНИ,Шум,Llama-4,False
2349,Замена ОН_ОНА_ОНИ,Шум,Qwen3,False
2349,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-R1,True
2349,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-V3,False
2350,Замена слова,Шум,gemma-3,False
2350,Замена слова,Шум,QwQ,False
2350,Замена слова,Шум,Phi-4,False
2350,Замена слова,Шум,Llama-4,False
2350,Замена слова,Шум,Qwen3,False
2350,Замена слова,Шум,DeepSeek-R1,False
2350,Замена слова,Шум,DeepSeek-V3,False
2351,Замена ОН_ОНА_ОНИ,Наука и природа,gemma-3,False
2351,Замена ОН_ОНА_ОНИ,Наука и природа,QwQ,False
2351,Замена ОН_ОНА_ОНИ,Наука и природа,Phi-4,False
2351,Замена ОН_ОНА_ОНИ,Наука и природа,Llama-4,False
2351,Замена ОН_ОНА_ОНИ,Наука и природа,Qwen3,False
2351,Замена ОН_ОНА_ОНИ,Наука и природа,DeepSeek-R1,False
2351,Замена ОН_ОНА_ОНИ,Наука и природа,DeepSeek-V3,False
2352,Ответ из N слов,Спорт и игры,gemma-3,False
2352,Ответ из N слов,Спорт и игры,QwQ,False
2352,Ответ из N слов,Спорт и игры,Phi-4,False
2352,Ответ из N слов,Спорт и игры,Llama-4,False
2352,Ответ из N слов,Спорт и игры,Qwen3,True
2352,Ответ из N слов,Спорт и игры,DeepSeek-R1,True
2352,Ответ из N слов,Спорт и игры,DeepSeek-V3,True
2353,Пропуск,Шум,gemma-3,False
2353,Пропуск,Шум,QwQ,False
2353,Пропуск,Шум,Phi-4,False
2353,Пропуск,Шум,Llama-4,False
2353,Пропуск,Шум,Qwen3,False
2353,Пропуск,Шум,DeepSeek-R1,False
2353,Пропуск,Шум,DeepSeek-V3,False
2354,Другое,Шум,gemma-3,False
2354,Другое,Шум,QwQ,False
2354,Другое,Шум,Phi-4,False
2354,Другое,Шум,Llama-4,False
2354,Другое,Шум,Qwen3,False
2354,Другое,Шум,DeepSeek-R1,False
2354,Другое,Шум,DeepSeek-V3,False
2355,Замена ОН_ОНА_ОНИ,Шум,gemma-3,False
2355,Замена ОН_ОНА_ОНИ,Шум,QwQ,False
2355,Замена ОН_ОНА_ОНИ,Шум,Phi-4,False
2355,Замена ОН_ОНА_ОНИ,Шум,Llama-4,True
2355,Замена ОН_ОНА_ОНИ,Шум,Qwen3,False
2355,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-R1,True
2355,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-V3,False
2356,Замена ОН_ОНА_ОНИ,"История, войны и правители",gemma-3,False
2356,Замена ОН_ОНА_ОНИ,"История, войны и правители",QwQ,False
2356,Замена ОН_ОНА_ОНИ,"История, войны и правители",Phi-4,False
2356,Замена ОН_ОНА_ОНИ,"История, войны и правители",Llama-4,False
2356,Замена ОН_ОНА_ОНИ,"История, войны и правители",Qwen3,False
2356,Замена ОН_ОНА_ОНИ,"История, войны и правители",DeepSeek-R1,False
2356,Замена ОН_ОНА_ОНИ,"История, войны и правители",DeepSeek-V3,False
2357,Замена ДЕЛАТЬ ЭТО,Шум,gemma-3,False
2357,Замена ДЕЛАТЬ ЭТО,Шум,QwQ,False
2357,Замена ДЕЛАТЬ ЭТО,Шум,Phi-4,False
2357,Замена ДЕЛАТЬ ЭТО,Шум,Llama-4,False
2357,Замена ДЕЛАТЬ ЭТО,Шум,Qwen3,False
2357,Замена ДЕЛАТЬ ЭТО,Шум,DeepSeek-R1,False
2357,Замена ДЕЛАТЬ ЭТО,Шум,DeepSeek-V3,True
2358,Замена ОН_ОНА_ОНИ,Шум,gemma-3,True
2358,Замена ОН_ОНА_ОНИ,Шум,QwQ,True
2358,Замена ОН_ОНА_ОНИ,Шум,Phi-4,False
2358,Замена ОН_ОНА_ОНИ,Шум,Llama-4,True
2358,Замена ОН_ОНА_ОНИ,Шум,Qwen3,False
2358,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-R1,True
2358,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-V3,True
2359,Замена ОН_ОНА_ОНИ,Шум,gemma-3,False
2359,Замена ОН_ОНА_ОНИ,Шум,QwQ,False
2359,Замена ОН_ОНА_ОНИ,Шум,Phi-4,False
2359,Замена ОН_ОНА_ОНИ,Шум,Llama-4,False
2359,Замена ОН_ОНА_ОНИ,Шум,Qwen3,False
2359,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-R1,True
2359,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-V3,False
2360,Ответ из N слов,Произведения и персонажи,gemma-3,False
2360,Ответ из N слов,Произведения и персонажи,QwQ,False
2360,Ответ из N слов,Произведения и персонажи,Phi-4,False
2360,Ответ из N слов,Произведения и персонажи,Llama-4,False
2360,Ответ из N слов,Произведения и персонажи,Qwen3,False
2360,Ответ из N слов,Произведения и персонажи,DeepSeek-R1,False
2360,Ответ из N слов,Произведения и персонажи,DeepSeek-V3,False
2361,Замена ОН_ОНА_ОНИ,Шум,gemma-3,False
2361,Замена ОН_ОНА_ОНИ,Шум,QwQ,False
2361,Замена ОН_ОНА_ОНИ,Шум,Phi-4,False
2361,Замена ОН_ОНА_ОНИ,Шум,Llama-4,False
2361,Замена ОН_ОНА_ОНИ,Шум,Qwen3,False
2361,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-R1,False
2361,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-V3,False
2362,Замена слова,Шум,gemma-3,False
2362,Замена слова,Шум,QwQ,False
2362,Замена слова,Шум,Phi-4,False
2362,Замена слова,Шум,Llama-4,False
2362,Замена слова,Шум,Qwen3,False
2362,Замена слова,Шум,DeepSeek-R1,False
2362,Замена слова,Шум,DeepSeek-V3,False
2363,Замена ОН_ОНА_ОНИ,Шум,gemma-3,True
2363,Замена ОН_ОНА_ОНИ,Шум,QwQ,False
2363,Замена ОН_ОНА_ОНИ,Шум,Phi-4,False
2363,Замена ОН_ОНА_ОНИ,Шум,Llama-4,False
2363,Замена ОН_ОНА_ОНИ,Шум,Qwen3,False
2363,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-R1,False
2363,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-V3,False
2364,Другое,Шум,gemma-3,False
2364,Другое,Шум,QwQ,False
2364,Другое,Шум,Phi-4,False
2364,Другое,Шум,Llama-4,False
2364,Другое,Шум,Qwen3,False
2364,Другое,Шум,DeepSeek-R1,True
2364,Другое,Шум,DeepSeek-V3,True
2365,Ответ из N слов,Произведения и персонажи,gemma-3,False
2365,Ответ из N слов,Произведения и персонажи,QwQ,False
2365,Ответ из N слов,Произведения и персонажи,Phi-4,False
2365,Ответ из N слов,Произведения и персонажи,Llama-4,False
2365,Ответ из N слов,Произведения и персонажи,Qwen3,False
2365,Ответ из N слов,Произведения и персонажи,DeepSeek-R1,False
2365,Ответ из N слов,Произведения и персонажи,DeepSeek-V3,False
2366,Другое,Шум,gemma-3,False
2366,Другое,Шум,QwQ,False
2366,Другое,Шум,Phi-4,False
2366,Другое,Шум,Llama-4,False
2366,Другое,Шум,Qwen3,False
2366,Другое,Шум,DeepSeek-R1,True
2366,Другое,Шум,DeepSeek-V3,True
2367,Другое,Произведения и персонажи,gemma-3,False
2367,Другое,Произведения и персонажи,QwQ,False
2367,Другое,Произведения и персонажи,Phi-4,False
2367,Другое,Произведения и персонажи,Llama-4,False
2367,Другое,Произведения и персонажи,Qwen3,False
2367,Другое,Произведения и персонажи,DeepSeek-R1,False
2367,Другое,Произведения и персонажи,DeepSeek-V3,False
2368,Другое,Шум,gemma-3,False
2368,Другое,Шум,QwQ,False
2368,Другое,Шум,Phi-4,False
2368,Другое,Шум,Llama-4,False
2368,Другое,Шум,Qwen3,False
2368,Другое,Шум,DeepSeek-R1,True
2368,Другое,Шум,DeepSeek-V3,False
2369,Ответ из N слов,Произведения и персонажи,gemma-3,False
2369,Ответ из N слов,Произведения и персонажи,QwQ,False
2369,Ответ из N слов,Произведения и персонажи,Phi-4,False
2369,Ответ из N слов,Произведения и персонажи,Llama-4,False
2369,Ответ из N слов,Произведения и персонажи,Qwen3,False
2369,Ответ из N слов,Произведения и персонажи,DeepSeek-R1,True
2369,Ответ из N слов,Произведения и персонажи,DeepSeek-V3,False
2370,Замена ОН_ОНА_ОНИ,Шум,gemma-3,True
2370,Замена ОН_ОНА_ОНИ,Шум,QwQ,False
2370,Замена ОН_ОНА_ОНИ,Шум,Phi-4,False
2370,Замена ОН_ОНА_ОНИ,Шум,Llama-4,True
2370,Замена ОН_ОНА_ОНИ,Шум,Qwen3,False
2370,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-R1,True
2370,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-V3,True
2371,Пропуск,Шум,gemma-3,False
2371,Пропуск,Шум,QwQ,False
2371,Пропуск,Шум,Phi-4,False
2371,Пропуск,Шум,Llama-4,False
2371,Пропуск,Шум,Qwen3,False
2371,Пропуск,Шум,DeepSeek-R1,False
2371,Пропуск,Шум,DeepSeek-V3,False
2372,Cоседние буквы алфавита,Религии и традиции,gemma-3,True
2372,Cоседние буквы алфавита,Религии и традиции,QwQ,True
2372,Cоседние буквы алфавита,Религии и традиции,Phi-4,False
2372,Cоседние буквы алфавита,Религии и традиции,Llama-4,False
2372,Cоседние буквы алфавита,Религии и традиции,Qwen3,False
2372,Cоседние буквы алфавита,Религии и традиции,DeepSeek-R1,True
2372,Cоседние буквы алфавита,Религии и традиции,DeepSeek-V3,False
2373,Замена ПЕРВЫЙ_ВТОРОЙ,Религии и традиции,gemma-3,False
2373,Замена ПЕРВЫЙ_ВТОРОЙ,Религии и традиции,QwQ,True
2373,Замена ПЕРВЫЙ_ВТОРОЙ,Религии и традиции,Phi-4,False
2373,Замена ПЕРВЫЙ_ВТОРОЙ,Религии и традиции,Llama-4,True
2373,Замена ПЕРВЫЙ_ВТОРОЙ,Религии и традиции,Qwen3,False
2373,Замена ПЕРВЫЙ_ВТОРОЙ,Религии и традиции,DeepSeek-R1,False
2373,Замена ПЕРВЫЙ_ВТОРОЙ,Религии и традиции,DeepSeek-V3,False
2374,Замена ТАКОЙ_ТАКАЯ,Люди и события,gemma-3,False
2374,Замена ТАКОЙ_ТАКАЯ,Люди и события,QwQ,False
2374,Замена ТАКОЙ_ТАКАЯ,Люди и события,Phi-4,False
2374,Замена ТАКОЙ_ТАКАЯ,Люди и события,Llama-4,False
2374,Замена ТАКОЙ_ТАКАЯ,Люди и события,Qwen3,False
2374,Замена ТАКОЙ_ТАКАЯ,Люди и события,DeepSeek-R1,False
2374,Замена ТАКОЙ_ТАКАЯ,Люди и события,DeepSeek-V3,False
2375,Ответ из N слов,Шум,gemma-3,False
2375,Ответ из N слов,Шум,QwQ,False
2375,Ответ из N слов,Шум,Phi-4,False
2375,Ответ из N слов,Шум,Llama-4,False
2375,Ответ из N слов,Шум,Qwen3,False
2375,Ответ из N слов,Шум,DeepSeek-R1,False
2375,Ответ из N слов,Шум,DeepSeek-V3,False
2376,Замена ОН_ОНА_ОНИ,Шум,gemma-3,False
2376,Замена ОН_ОНА_ОНИ,Шум,QwQ,False
2376,Замена ОН_ОНА_ОНИ,Шум,Phi-4,False
2376,Замена ОН_ОНА_ОНИ,Шум,Llama-4,False
2376,Замена ОН_ОНА_ОНИ,Шум,Qwen3,False
2376,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-R1,False
2376,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-V3,False
2377,Замена ОН_ОНА_ОНИ,Музыка,gemma-3,True
2377,Замена ОН_ОНА_ОНИ,Музыка,QwQ,True
2377,Замена ОН_ОНА_ОНИ,Музыка,Phi-4,False
2377,Замена ОН_ОНА_ОНИ,Музыка,Llama-4,False
2377,Замена ОН_ОНА_ОНИ,Музыка,Qwen3,False
2377,Замена ОН_ОНА_ОНИ,Музыка,DeepSeek-R1,True
2377,Замена ОН_ОНА_ОНИ,Музыка,DeepSeek-V3,True
2378,Ответ из N слов,Шум,gemma-3,False
2378,Ответ из N слов,Шум,QwQ,False
2378,Ответ из N слов,Шум,Phi-4,False
2378,Ответ из N слов,Шум,Llama-4,False
2378,Ответ из N слов,Шум,Qwen3,False
2378,Ответ из N слов,Шум,DeepSeek-R1,False
2378,Ответ из N слов,Шум,DeepSeek-V3,False
2380,Ответ из N слов,"История, войны и правители",gemma-3,False
2380,Ответ из N слов,"История, войны и правители",QwQ,False
2380,Ответ из N слов,"История, войны и правители",Phi-4,False
2380,Ответ из N слов,"История, войны и правители",Llama-4,False
2380,Ответ из N слов,"История, войны и правители",Qwen3,False
2380,Ответ из N слов,"История, войны и правители",DeepSeek-R1,True
2380,Ответ из N слов,"История, войны и правители",DeepSeek-V3,False
2381,Cоседние буквы алфавита,Шум,gemma-3,False
2381,Cоседние буквы алфавита,Шум,QwQ,False
2381,Cоседние буквы алфавита,Шум,Phi-4,False
2381,Cоседние буквы алфавита,Шум,Llama-4,False
2381,Cоседние буквы алфавита,Шум,Qwen3,False
2381,Cоседние буквы алфавита,Шум,DeepSeek-R1,False
2381,Cоседние буквы алфавита,Шум,DeepSeek-V3,False
2382,Замена ОН_ОНА_ОНИ,Еда и напитки,gemma-3,False
2382,Замена ОН_ОНА_ОНИ,Еда и напитки,QwQ,False
2382,Замена ОН_ОНА_ОНИ,Еда и напитки,Phi-4,False
2382,Замена ОН_ОНА_ОНИ,Еда и напитки,Llama-4,False
2382,Замена ОН_ОНА_ОНИ,Еда и напитки,Qwen3,False
2382,Замена ОН_ОНА_ОНИ,Еда и напитки,DeepSeek-R1,True
2382,Замена ОН_ОНА_ОНИ,Еда и напитки,DeepSeek-V3,False
2383,Пропуск,Языки и загадки,gemma-3,False
2383,Пропуск,Языки и загадки,QwQ,False
2383,Пропуск,Языки и загадки,Phi-4,False
2383,Пропуск,Языки и загадки,Llama-4,False
2383,Пропуск,Языки и загадки,Qwen3,False
2383,Пропуск,Языки и загадки,DeepSeek-R1,False
2383,Пропуск,Языки и загадки,DeepSeek-V3,True
2384,Замена ПЕРВЫЙ_ВТОРОЙ,Шум,gemma-3,True
2384,Замена ПЕРВЫЙ_ВТОРОЙ,Шум,QwQ,False
2384,Замена ПЕРВЫЙ_ВТОРОЙ,Шум,Phi-4,False
2384,Замена ПЕРВЫЙ_ВТОРОЙ,Шум,Llama-4,True
2384,Замена ПЕРВЫЙ_ВТОРОЙ,Шум,Qwen3,False
2384,Замена ПЕРВЫЙ_ВТОРОЙ,Шум,DeepSeek-R1,False
2384,Замена ПЕРВЫЙ_ВТОРОЙ,Шум,DeepSeek-V3,False
2385,Ответ из N слов,Шум,gemma-3,True
2385,Ответ из N слов,Шум,QwQ,False
2385,Ответ из N слов,Шум,Phi-4,False
2385,Ответ из N слов,Шум,Llama-4,False
2385,Ответ из N слов,Шум,Qwen3,False
2385,Ответ из N слов,Шум,DeepSeek-R1,False
2385,Ответ из N слов,Шум,DeepSeek-V3,False
2386,Другое,Литература,gemma-3,False
2386,Другое,Литература,QwQ,False
2386,Другое,Литература,Phi-4,False
2386,Другое,Литература,Llama-4,False
2386,Другое,Литература,Qwen3,False
2386,Другое,Литература,DeepSeek-R1,False
2386,Другое,Литература,DeepSeek-V3,False
2387,Замена ОН_ОНА_ОНИ,Произведения и персонажи,gemma-3,False
2387,Замена ОН_ОНА_ОНИ,Произведения и персонажи,QwQ,False
2387,Замена ОН_ОНА_ОНИ,Произведения и персонажи,Phi-4,False
2387,Замена ОН_ОНА_ОНИ,Произведения и персонажи,Llama-4,False
2387,Замена ОН_ОНА_ОНИ,Произведения и персонажи,Qwen3,False
2387,Замена ОН_ОНА_ОНИ,Произведения и персонажи,DeepSeek-R1,False
2387,Замена ОН_ОНА_ОНИ,Произведения и персонажи,DeepSeek-V3,False
2388,Замена ИКС_ИГРЕК,Шум,gemma-3,False
2388,Замена ИКС_ИГРЕК,Шум,QwQ,True
2388,Замена ИКС_ИГРЕК,Шум,Phi-4,False
2388,Замена ИКС_ИГРЕК,Шум,Llama-4,False
2388,Замена ИКС_ИГРЕК,Шум,Qwen3,False
2388,Замена ИКС_ИГРЕК,Шум,DeepSeek-R1,False
2388,Замена ИКС_ИГРЕК,Шум,DeepSeek-V3,False
2389,Другое,Языки и загадки,gemma-3,False
2389,Другое,Языки и загадки,QwQ,False
2389,Другое,Языки и загадки,Phi-4,False
2389,Другое,Языки и загадки,Llama-4,False
2389,Другое,Языки и загадки,Qwen3,False
2389,Другое,Языки и загадки,DeepSeek-R1,False
2389,Другое,Языки и загадки,DeepSeek-V3,False
2390,Другое,Шум,gemma-3,False
2390,Другое,Шум,QwQ,False
2390,Другое,Шум,Phi-4,False
2390,Другое,Шум,Llama-4,False
2390,Другое,Шум,Qwen3,False
2390,Другое,Шум,DeepSeek-R1,True
2390,Другое,Шум,DeepSeek-V3,True
